27213205,13205,272,SIG:W113(CO) QUEENSTOWN RD(MAIN),MNC1,4.0034
27213197,13197,272,SIG:W90(CO) QUEENSTOWN RD(MAIN),CMN1,5.0798
27213198,13198,272,SIG:W92(CO) SHEEPCOTE LN(MAIN),CMN1,4.2725
27213199,13199,272,SIG:W96(CO) QUEENSTOWN RD (WNR),HSE1,5.1622
272946,946,272,SIG:W121(CO) SHEEPCOTE LN(MAIN),NCM1,5.1496
27213211,13211,272,SIG:W127(CO) SHEEPCOTE LN(WNR),SEH1,5.6846
27213202,13202,272,SIG:W102(CO) SHEEPCOTE LN(MAIN),NMC1,4.9055
27213349,13349,272,SIG:W1032(PL) CLAPHAM YARD(SDG1),MDK8,3.9134
27213350,13350,272,SIG:W1036(PL) CLAPHAM YARD(SDG3),DMK8,4.2906
27213351,13351,272,SIG:W1038(PL) CLAPHAM YARD(SDG6),MDK8,4.3513
410331511,31511,4103,"",MUW,-1
27213206,13206,272,SIG:W116(CO) CLAPHAM JCN(WNR),EHS1,4.4428
27213204,13204,272,SIG:W110(CO) CLAPHAM JCN(MAIN),CMN1,5.0797
27228521,28521,272,"",CWU1,-1
27218430,18430,272,"",NMC1,-1
27228655,28655,272,"",WCU1,-1
27212684,12684,272,SIG:VC589(CO) CLAPHAM JN,CUW1,3.689
27228615,28615,272,"",CWU1,-1
27228620,28620,272,"",WCU1,-1
27228688,28688,272,"",CWU1,-1
27228685,28685,272,"",UWC1,-1
27229590,29590,272,"",XMM,-1
27229651,29651,272,"",MMX,-1
27229652,29652,272,"",MMX,-1
27229634,29634,272,"",MXM,-1
27229628,29628,272,"",MMX,-1
27229654,29654,272,"",XMM,-1
27229629,29629,272,"",MMX,-1
27228572,28572,272,"",UCW1,-1
27228686,28686,272,"",WUC1,-1
27228523,28523,272,"",WCU1,-1
27228694,28694,272,"",UCW1,-1
27228691,28691,272,"",UWC1,-1
27229656,29656,272,"",MXM,-1
27229632,29632,272,"",MXM,-1
27229631,29631,272,"",MXM,-1
27229591,29591,272,"",MMX,-1
27228525,28525,272,"",UCW1,-1
27228699,28699,272,"",CWU1,-1
27213255,13255,272,SIG:W300(CO) CLAPHAM JCN(WNR),EHS1,6.0991
27213358,13358,272,SIG:W304(CO) CLAPHAM JUNCTION,MGM3,5.2603
27228608,28608,272,"",UWC1,-1
27212484,12484,272,SIG:VS086(CO) FACTORY JN [HH04],UMB,7.6544
27212478,12478,272,SIG:VS068(CO) LONGHEDGE [HH01],MMG2,3.4257
27212679,12679,272,SIG:VC569(CO) BATTERSEA-POUPARTS,CUW1,2.6893
27212682,12682,272,SIG:VC577(CO) POUPARTS JN,UCW1,3.7448
27228519,28519,272,"",UCW1,-1
27228590,28590,272,"",UWC1,-1
27228607,28607,272,"",CUW1,-1
27228677,28677,272,"",UWC1,-1
27228679,28679,272,"",CWU1,-1
27212465,12465,272,SIG:VS584(LED)(PL) STEWARTS LANE [HH03],TCG,1.8292
27212481,12481,272,SIG:VS079(CO) STEWARTS LANE [HH03],TGC,2.0877
278013347,13347,2780,SIG:W928(CO) QUEENSTOWN RD(WNR),EHS1,2.659
278013207,13207,2780,SIG:W117(CO) QUEENSTOWN RD(WNR),ESH1,2.9031
278013205,13205,2780,SIG:W113(CO) QUEENSTOWN RD(MAIN),NMC1,5.0034
278012679,12679,2780,SIG:VC569(CO) BATTERSEA-POUPARTS,UCW1,2.5393
278012478,12478,2780,SIG:VS068(CO) LONGHEDGE [HH01],MMG2,2.8557
278013197,13197,2780,SIG:W90(CO) QUEENSTOWN RD(MAIN),NMC1,3.1498
278013198,13198,2780,SIG:W92(CO) SHEEPCOTE LN(MAIN),MCN1,3.7425
278013199,13199,2780,SIG:W96(CO) QUEENSTOWN RD (WNR),HES1,3.2922
278028677,28677,2780,"",CUW1,-1
278028590,28590,2780,"",CWU1,-1
278012682,12682,2780,SIG:VC577(CO) POUPARTS JN,CWU1,2.3848
2780946,946,2780,SIG:W121(CO) SHEEPCOTE LN(MAIN),MCN1,4.0996
278013211,13211,2780,SIG:W127(CO) SHEEPCOTE LN(WNR),SEH1,3.2046
278028679,28679,2780,"",WCU1,-1
278028607,28607,2780,"",CWU1,-1
278028519,28519,2780,"",UWC1,-1
278013202,13202,2780,SIG:W102(CO) SHEEPCOTE LN(MAIN),MCN1,3.5755
278013349,13349,2780,SIG:W1032(PL) CLAPHAM YARD(SDG1),DMK8,4.5134
278013348,13348,2780,SIG:W1031(PL) CLAPHAM YARD(SDG1),DKM8,4.9662
278013350,13350,2780,SIG:W1036(PL) CLAPHAM YARD(SDG3),KDM8,4.9706
278013351,13351,2780,SIG:W1038(PL) CLAPHAM YARD(SDG6),DKM8,5.9313
278013206,13206,2780,SIG:W116(CO) CLAPHAM JCN(WNR),HES1,3.9128
278013204,13204,2780,SIG:W110(CO) CLAPHAM JCN(MAIN),CNM1,4.6497
278028521,28521,2780,"",CWU1,-1
278018430,18430,2780,"",NCM1,-1
278028655,28655,2780,"",UCW1,-1
278012684,12684,2780,SIG:VC589(CO) CLAPHAM JN,CUW1,4.929
278028615,28615,2780,"",UCW1,-1
278028620,28620,2780,"",CWU1,-1
278028688,28688,2780,"",CWU1,-1
278028685,28685,2780,"",CUW1,-1
278029651,29651,2780,"",MMX,-1
278029590,29590,2780,"",MXM,-1
278029652,29652,2780,"",MXM,-1
278029634,29634,2780,"",MXM,-1
278029628,29628,2780,"",MXM,-1
278029654,29654,2780,"",MMX,-1
278029629,29629,2780,"",MXM,-1
278028686,28686,2780,"",CUW1,-1
278028572,28572,2780,"",CWU1,-1
278028523,28523,2780,"",CWU1,-1
278028694,28694,2780,"",UWC1,-1
278028691,28691,2780,"",CWU1,-1
278029656,29656,2780,"",MMX,-1
278029631,29631,2780,"",MMX,-1
278029632,29632,2780,"",MXM,-1
278029591,29591,2780,"",MXM,-1
278028699,28699,2780,"",UWC1,-1
278028525,28525,2780,"",CUW1,-1
278013256,13256,2780,SIG:W302(CO) CLAPHAM JCN(WNR),HSE1,4.8943
278013255,13255,2780,SIG:W300(CO) CLAPHAM JCN(WNR),SHE1,4.4491
278028608,28608,2780,"",CUW1,-1
278013358,13358,2780,SIG:W304(CO) CLAPHAM JUNCTION,MGM3,4.8703
